Player,Pos,Nation,Age,MP,Min,Gls,Ast,G+A,Gls_90,Ast_90,xG,xAG,Comp,Squad
Junior Messias,"MF,DF",br BRA,32.0,18,1053,1,0,1,0.09,0.0,1.6,1.3,it Serie A,Genoa
Junior Mwanga,"MF,FW",fr FRA,20.0,22,1450,1,1,2,0.06,0.06,1.4,0.8,fr Ligue 1,Strasbourg
Junior Sambia,"DF,MF",fr FRA,26.0,18,1032,1,2,3,0.09,0.17,0.5,0.9,it Serie A,Salernitana
Junya Ito,"FW,MF",jp JPN,30.0,31,2714,3,7,10,0.1,0.23,4.5,11.5,fr Ligue 1,Reims
Jurriën Timber,DF,nl NED,22.0,2,71,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Arsenal
Justin Diehl,"FW,MF",de GER,18.0,7,168,0,0,0,0.0,0.0,0.2,0.2,de Bundesliga,Köln
Justin Kluivert,"MF,FW",nl NED,24.0,32,1916,7,1,8,0.33,0.05,6.2,1.9,eng Premier League,Bournemouth
Justin Kumi,FW,it ITA,19.0,1,4,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Sassuolo
Justin Njinmah,FW,de GER,22.0,24,1016,6,2,8,0.53,0.18,4.9,2.4,de Bundesliga,Werder Bremen
Jérémie Bela,"MF,FW",ao ANG,30.0,12,203,0,0,0,0.0,0.0,0.2,0.1,fr Ligue 1,Clermont Foot
Jérémy Jacquet,DF,fr FRA,18.0,6,253,0,1,1,0.0,0.36,0.2,0.3,fr Ligue 1,Clermont Foot
Jérémy Jacquet,MF,fr FRA,18.0,1,5,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Rennes
Jérémy Le Douaron,FW,fr FRA,25.0,33,1618,4,0,4,0.22,0.0,6.2,1.0,fr Ligue 1,Brest
Jérémy Sebas,"FW,MF",mq MTQ,20.0,14,399,2,0,2,0.45,0.0,1.0,0.0,fr Ligue 1,Strasbourg
Jérôme Boateng,DF,de GER,34.0,7,238,0,0,0,0.0,0.0,0.0,0.1,it Serie A,Salernitana
Jérôme Roussillon,DF,fr FRA,30.0,23,752,0,1,1,0.0,0.12,0.3,0.6,de Bundesliga,Union Berlin
Jóhann Berg Guðmundsson,"MF,FW",is ISL,32.0,26,1192,1,3,4,0.08,0.23,1.9,2.7,eng Premier League,Burnley
Jørgen Strand Larsen,FW,no NOR,23.0,37,2863,13,3,16,0.41,0.09,14.5,2.5,es La Liga,Celta Vigo
Kacper Urbanski,"MF,FW",pl POL,18.0,22,926,0,1,1,0.0,0.1,1.1,0.8,it Serie A,Bologna
Kaelan Casey,DF,eng ENG,18.0,1,1,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,West Ham
Kai Havertz,"MF,FW",de GER,24.0,37,2634,13,7,20,0.44,0.24,12.3,4.4,eng Premier League,Arsenal
Kaide Gordon,FW,eng ENG,18.0,1,1,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Liverpool
Kaiky,DF,br BRA,19.0,8,523,1,0,1,0.17,0.0,0.2,0.0,es La Liga,Almería
Kaine Kesler-Hayden,"MF,DF",eng ENG,20.0,3,6,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Aston Villa
Kaio Jorge,FW,br BRA,21.0,20,812,3,0,3,0.33,0.0,5.4,0.3,it Serie A,Frosinone
Kalvin Phillips,MF,eng ENG,27.0,12,402,0,0,0,0.0,0.0,0.2,0.0,"eng Premier League, eng Premier League","West Ham, Manchester City"
Kamil Jóźwiak,MF,pl POL,25.0,11,571,0,1,1,0.0,0.16,0.1,1.2,es La Liga,Granada
Kamil Piątkowski,DF,pl POL,23.0,9,505,0,0,0,0.0,0.0,0.8,0.1,es La Liga,Granada
Kamory Doumbia,MF,ml MLI,20.0,25,879,6,5,11,0.61,0.51,4.2,0.9,fr Ligue 1,Brest
Kaoru Mitoma,FW,jp JPN,26.0,19,1486,3,4,7,0.18,0.24,3.5,2.7,eng Premier League,Brighton
Karamoko Dembélé,"MF,FW",eng ENG,20.0,1,16,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Brest
Karim Adeyemi,"FW,MF",de GER,21.0,21,913,3,1,4,0.3,0.1,3.5,2.0,de Bundesliga,Dortmund
Karim Onisiwo,"FW,MF",at AUT,31.0,24,1493,1,3,4,0.06,0.18,2.3,1.3,de Bundesliga,Mainz 05
Karl Etta,FW,cm CMR,19.0,1,21,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Cádiz
Karlo Lulić,MF,hr CRO,27.0,1,19,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Frosinone
Karol Linetty,MF,pl POL,28.0,28,1858,0,0,0,0.0,0.0,0.5,0.8,it Serie A,Torino
Karol Świderski,"FW,MF",pl POL,26.0,15,504,2,0,2,0.36,0.0,1.7,0.4,it Serie A,Hellas Verona
Kasim Nuhu,DF,gh GHA,28.0,1,5,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Hoffenheim
Kassoum Ouattara,"DF,FW",fr FRA,18.0,14,636,1,0,1,0.14,0.0,1.3,1.3,fr Ligue 1,Monaco
Keane Lewis-Potter,"FW,DF",eng ENG,22.0,30,1441,3,1,4,0.19,0.06,6.3,1.7,eng Premier League,Brentford
Keinan Davis,"FW,MF",eng ENG,25.0,8,186,1,0,1,0.48,0.0,0.5,0.1,it Serie A,Udinese
Keito Nakamura,"FW,MF",jp JPN,23.0,25,1381,4,1,5,0.26,0.07,3.2,1.3,fr Ligue 1,Reims
Kelvin Amian,DF,fr FRA,25.0,12,798,0,1,1,0.0,0.11,0.1,0.6,fr Ligue 1,Nantes
Kelvin Yeboah,FW,it ITA,23.0,13,276,0,0,0,0.0,0.0,0.5,0.3,fr Ligue 1,Montpellier
Kenan Yıldız,"FW,MF",tr TUR,18.0,27,952,2,0,2,0.19,0.0,1.6,1.1,it Serie A,Juventus
Kenneth Schmidt,DF,de GER,21.0,5,68,0,0,0,0.0,0.0,0.0,0.1,de Bundesliga,Freiburg
Kenny Lala,DF,mg MAD,31.0,33,2970,2,3,5,0.06,0.09,0.5,3.3,fr Ligue 1,Brest
Kenny Tete,DF,nl NED,27.0,14,867,1,0,1,0.1,0.0,0.9,0.4,eng Premier League,Fulham
Kepa Arrizabalaga,GK,es ESP,28.0,14,1198,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Real Madrid
Keven Schlotterbeck,DF,de GER,26.0,27,2185,5,1,6,0.21,0.04,2.0,0.6,de Bundesliga,Bochum
Kevin Akpoguma,DF,ng NGA,28.0,17,1097,0,0,0,0.0,0.0,0.3,0.3,de Bundesliga,Hoffenheim
Kevin Behrens,FW,de GER,32.0,31,1878,5,1,6,0.21999999999999997,0.075,7.6,1.8,"de Bundesliga, de Bundesliga","Wolfsburg, Union Berlin"
Kevin Bonifazi,DF,it ITA,27.0,7,399,0,0,0,0.0,0.0,0.0,0.1,"it Serie A, it Serie A","Bologna, Frosinone"
Kevin Danso,DF,at AUT,24.0,30,2655,1,0,1,0.03,0.0,1.8,0.4,fr Ligue 1,Lens
Kevin De Bruyne,MF,be BEL,32.0,18,1221,4,10,14,0.29,0.74,2.4,11.5,eng Premier League,Manchester City
Kevin Kampl,MF,si SVN,32.0,26,1363,1,0,1,0.07,0.0,0.2,1.8,de Bundesliga,RB Leipzig
Kevin Mbabu,DF,ch SUI,28.0,25,2047,0,2,2,0.0,0.09,0.1,1.9,de Bundesliga,Augsburg
Kevin Miranda,DF,it ITA,20.0,1,14,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Sassuolo
Kevin Müller,GK,de GER,32.0,34,3060,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Heidenheim
Kevin Paredes,"FW,MF",us USA,20.0,28,1432,3,0,3,0.19,0.0,3.0,1.4,de Bundesliga,Wolfsburg
Kevin Schade,"FW,MF",de GER,21.0,11,333,2,1,3,0.54,0.27,1.2,0.7,eng Premier League,Brentford
Kevin Sessa,"MF,FW",de GER,23.0,30,1011,3,0,3,0.27,0.0,2.9,1.3,de Bundesliga,Heidenheim
Kevin Strootman,MF,nl NED,33.0,27,1207,0,2,2,0.0,0.15,0.1,1.3,it Serie A,Genoa
Kevin Stöger,MF,at AUT,29.0,32,2668,7,10,17,0.24,0.34,6.2,9.9,de Bundesliga,Bochum
Kevin Trapp,GK,de GER,33.0,32,2880,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Eint Frankfurt
Kevin Vogt,DF,de GER,31.0,32,2642,0,0,0,0.0,0.0,0.7,0.1,"de Bundesliga, de Bundesliga","Hoffenheim, Union Berlin"
Kevin Volland,"FW,MF",de GER,31.0,26,1345,3,4,7,0.2,0.27,5.3,2.6,de Bundesliga,Union Berlin
Kevin Vázquez,DF,es ESP,30.0,12,700,0,0,0,0.0,0.0,0.0,0.2,es La Liga,Celta Vigo
Kevin Zeroli,MF,it ITA,18.0,3,28,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Milan
Keyliane Abdallah,FW,fr FRA,17.0,1,4,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Marseille
Keylor Navas,GK,cr CRC,36.0,4,360,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Paris S-G
Khalil Fayad,"FW,MF",fr FRA,19.0,23,1025,3,0,3,0.26,0.0,1.9,0.5,fr Ligue 1,Montpellier
Khvicha Kvaratskhelia,FW,ge GEO,22.0,34,2737,11,6,17,0.36,0.2,11.1,6.8,it Serie A,Napoli
Khéphren Thuram,MF,fr FRA,22.0,27,2108,1,1,2,0.04,0.04,3.4,3.7,fr Ligue 1,Nice
Kieffer Moore,"FW,MF",wls WAL,30.0,8,108,1,0,1,0.83,0.0,1.5,0.2,eng Premier League,Bournemouth
Kieran Tierney,DF,sct SCO,26.0,20,1238,0,2,2,0.0,0.15,0.2,0.6,es La Liga,Real Sociedad
Kieran Trippier,DF,eng ENG,32.0,28,2236,1,10,11,0.04,0.4,0.7,7.5,eng Premier League,Newcastle Utd
Kike Barja,"FW,MF",es ESP,26.0,16,303,0,0,0,0.0,0.0,0.2,0.5,es La Liga,Osasuna
Kike Pérez,"MF,FW",es ESP,26.0,24,835,1,0,1,0.11,0.0,1.9,0.6,es La Liga,Rayo Vallecano
Kike Salas,DF,es ESP,21.0,23,1605,3,0,3,0.17,0.0,0.8,0.5,es La Liga,Sevilla
Kiko Femenía,DF,es ESP,32.0,23,1583,0,0,0,0.0,0.0,0.0,0.6,es La Liga,Villarreal
Kiké,"FW,MF",es ESP,33.0,33,1423,3,2,5,0.19,0.13,7.7,2.0,es La Liga,Alavés
Kilian Fischer,"DF,MF",de GER,22.0,6,291,0,0,0,0.0,0.0,0.1,0.1,de Bundesliga,Wolfsburg
Kiliann Sildillia,DF,fr FRA,21.0,27,1806,0,1,1,0.0,0.05,0.6,0.8,de Bundesliga,Freiburg
Kim Min-jae,DF,kr KOR,26.0,25,1970,1,1,2,0.05,0.05,0.8,0.4,de Bundesliga,Bayern Munich
Kingsley Coman,FW,fr FRA,27.0,17,1113,3,3,6,0.24,0.24,2.8,3.8,de Bundesliga,Bayern Munich
Kingsley Ehizibue,DF,nl NED,28.0,23,955,0,1,1,0.0,0.09,1.3,0.7,it Serie A,Udinese
Kingstone Mutandwa,"FW,MF",zm ZAM,20.0,5,39,1,0,1,2.31,0.0,0.1,0.0,it Serie A,Cagliari
Kirian Rodríguez,MF,es ESP,27.0,37,3211,6,2,8,0.17,0.06,2.1,1.6,es La Liga,Las Palmas
Kjell-Arik Wätjen,"MF,FW",de GER,17.0,2,105,0,1,1,0.0,0.86,0.0,1.2,de Bundesliga,Dortmund
Klaus Gjasula,"DF,MF",al ALB,33.0,22,1363,0,0,0,0.0,0.0,0.5,0.2,de Bundesliga,Darmstadt 98
Ko Itakura,"DF,MF",jp JPN,26.0,20,1596,3,0,3,0.17,0.0,1.3,0.2,de Bundesliga,Gladbach
Kobbie Mainoo,MF,eng ENG,18.0,24,1924,3,1,4,0.14,0.05,0.9,0.7,eng Premier League,Manchester Utd
Koen Casteels,GK,be BEL,31.0,25,2250,0,0,0,0.0,0.0,0.0,0.2,de Bundesliga,Wolfsburg
Koffi Djidji,DF,ci CIV,30.0,13,759,0,0,0,0.0,0.0,0.1,0.0,it Serie A,Torino
Koffi Kouao,DF,ci CIV,25.0,13,860,0,2,2,0.0,0.21,0.2,1.5,fr Ligue 1,Metz
Kofi Amoako,MF,de GER,18.0,2,2,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Wolfsburg
Koke,MF,es ESP,31.0,35,2493,0,4,4,0.0,0.14,0.4,3.6,es La Liga,Atlético Madrid
Komnen Andrić,FW,rs SRB,28.0,7,169,0,0,0,0.0,0.0,0.1,0.2,fr Ligue 1,Clermont Foot
Koni De Winter,DF,be BEL,21.0,29,2380,0,1,1,0.0,0.04,0.8,1.0,it Serie A,Genoa
Konrad Laimer,"DF,MF",at AUT,26.0,29,1772,0,3,3,0.0,0.15,1.0,3.9,de Bundesliga,Bayern Munich
Konstantinos Mavropanos,DF,gr GRE,25.0,19,1500,1,0,1,0.06,0.0,1.2,0.2,eng Premier League,West Ham
Kostas Manolas,DF,gr GRE,32.0,8,488,0,0,0,0.0,0.0,0.1,0.1,it Serie A,Salernitana
Kostas Tsimikas,DF,gr GRE,27.0,13,679,0,3,3,0.0,0.4,0.1,1.0,eng Premier League,Liverpool
Kristian Thorstvedt,MF,no NOR,24.0,34,2397,6,1,7,0.23,0.04,4.4,1.6,it Serie A,Sassuolo
Kristijan Jakić,MF,hr CRO,26.0,14,1051,2,1,3,0.17,0.09,0.8,0.3,de Bundesliga,Augsburg
Kristijan Jakić,"MF,FW",hr CRO,26.0,4,200,0,0,0,0.0,0.0,0.0,0.2,de Bundesliga,Eint Frankfurt
Kristjan Asllani,MF,al ALB,21.0,23,787,1,2,3,0.11,0.23,0.6,1.1,it Serie A,Inter
Kristoffer Ajer,DF,no NOR,25.0,28,1832,2,1,3,0.1,0.05,1.3,2.3,eng Premier League,Brentford
Krépin Diatta,"DF,FW",sn SEN,24.0,26,1206,0,2,2,0.0,0.15,0.5,1.8,fr Ligue 1,Monaco
Kurt Zouma,DF,fr FRA,28.0,33,2838,3,0,3,0.1,0.0,1.8,0.2,eng Premier League,West Ham
Kyle Walker,DF,eng ENG,33.0,32,2767,0,4,4,0.0,0.13,0.4,2.6,eng Premier League,Manchester City
Kylian Mbappé,FW,fr FRA,24.0,29,2158,27,7,34,1.13,0.29,21.0,5.7,fr Ligue 1,Paris S-G
Kévin Gameiro,"FW,MF",fr FRA,36.0,27,1346,4,2,6,0.27,0.13,3.4,2.7,fr Ligue 1,Strasbourg
Kévin Keben Biakolo,DF,cm CMR,19.0,8,521,0,0,0,0.0,0.0,0.0,0.1,fr Ligue 1,Toulouse
Kévin N'Doram,MF,fr FRA,27.0,23,1604,0,2,2,0.0,0.11,0.3,0.5,fr Ligue 1,Metz
Kévin Van Den Kerkhof,"FW,MF",dz ALG,27.0,29,1913,1,2,3,0.05,0.09,1.5,3.5,fr Ligue 1,Metz
Lameck Banda,FW,zm ZAM,22.0,21,1350,2,4,6,0.13,0.27,3.6,1.9,it Serie A,Lecce
Lamine Camara,MF,sn SEN,19.0,31,2255,1,4,5,0.04,0.16,2.2,3.3,fr Ligue 1,Metz
Lamine Diack,MF,sn SEN,22.0,1,1,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Nantes
Lamine Yamal,FW,es ESP,16.0,37,2201,5,5,10,0.2,0.2,5.2,6.2,es La Liga,Barcelona
Lapo Nava,GK,it ITA,19.0,1,3,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Milan
Largie Ramazani,"FW,MF",be BEL,22.0,29,1555,3,5,8,0.17,0.29,4.7,5.7,es La Liga,Almería
Lassana Coulibaly,MF,ml MLI,27.0,28,2082,0,1,1,0.0,0.04,0.6,0.8,it Serie A,Salernitana
Laurent Abergel,MF,fr FRA,30.0,33,2860,2,1,3,0.06,0.03,1.1,2.2,fr Ligue 1,Lorient
Lautaro Gianetti,DF,ar ARG,29.0,7,630,1,0,1,0.14,0.0,0.4,0.1,it Serie A,Udinese
Lautaro Martínez,FW,ar ARG,25.0,33,2656,24,3,27,0.81,0.1,17.6,3.6,it Serie A,Inter
Layvin Kurzawa,DF,fr FRA,30.0,1,9,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Paris S-G
Lazar Samardzic,MF,rs SRB,21.0,34,2372,6,2,8,0.23,0.08,3.5,5.5,it Serie A,Udinese
Leander Dendoncker,MF,be BEL,28.0,11,143,1,0,1,0.38,0.0,0.7,0.0,"eng Premier League, it Serie A","Aston Villa, Napoli"
Leandro Barreiro Martins,MF,lu LUX,23.0,31,2606,4,1,5,0.14,0.03,4.5,1.1,de Bundesliga,Mainz 05
Leandro Paredes,MF,ar ARG,29.0,34,2634,3,5,8,0.1,0.17,3.3,2.3,it Serie A,Roma
Leandro Trossard,"FW,MF",be BEL,28.0,34,1649,12,1,13,0.65,0.05,7.9,2.8,eng Premier League,Arsenal
Leart Paqarada,DF,xk KVX,28.0,17,1075,0,0,0,0.0,0.0,0.4,1.7,de Bundesliga,Köln
Lebo Mothiba,FW,za RSA,27.0,15,617,3,0,3,0.44,0.0,4.6,0.2,fr Ligue 1,Strasbourg
Lee Jae-sung,"MF,FW",kr KOR,30.0,29,2113,6,3,9,0.26,0.13,4.9,3.4,de Bundesliga,Mainz 05
Lee Kang-in,"FW,MF",kr KOR,22.0,23,1464,3,4,7,0.18,0.25,1.5,2.3,fr Ligue 1,Paris S-G
Lennard Maloney,MF,us USA,23.0,29,2284,1,1,2,0.04,0.04,0.8,1.1,de Bundesliga,Heidenheim
Leny Yoro,DF,fr FRA,17.0,32,2673,2,0,2,0.07,0.0,1.5,0.1,fr Ligue 1,Lille
Leo Skiri Østigård,DF,no NOR,23.0,25,1625,1,0,1,0.06,0.0,0.6,0.1,it Serie A,Napoli
Leon Bailey,"MF,FW",jm JAM,25.0,35,2068,10,9,19,0.44,0.39,6.3,9.2,eng Premier League,Aston Villa
Leon Chiwome,FW,eng ENG,17.0,3,174,0,0,0,0.0,0.0,0.1,0.0,eng Premier League,Wolves
Leon Goretzka,MF,de GER,28.0,30,2241,6,7,13,0.24,0.28,5.0,5.3,de Bundesliga,Bayern Munich
Leon Opitz,"FW,DF",de GER,18.0,3,18,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Werder Bremen
Leonardo Balerdi,DF,ar ARG,24.0,27,2271,2,0,2,0.08,0.0,0.9,0.2,fr Ligue 1,Marseille
Leonardo Bittencourt,MF,de GER,29.0,29,1578,1,2,3,0.06,0.11,2.2,2.9,de Bundesliga,Werder Bremen
Leonardo Bonucci,DF,it ITA,36.0,7,460,1,0,1,0.2,0.0,0.8,0.3,de Bundesliga,Union Berlin
Leonardo Cerri,DF,it ITA,20.0,1,7,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Juventus
Leonardo Mendicino,MF,it ITA,17.0,1,1,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Atalanta
Leonardo Pavoletti,FW,it ITA,34.0,19,628,4,1,5,0.57,0.14,2.6,0.3,it Serie A,Cagliari
Leonardo Spinazzola,DF,it ITA,30.0,24,1312,1,2,3,0.07,0.14,0.2,3.0,it Serie A,Roma
Leonidas Stergiou,DF,ch SUI,21.0,15,594,1,0,1,0.15,0.0,0.4,0.4,de Bundesliga,Stuttgart
Leroy Sané,FW,de GER,27.0,27,2137,8,11,19,0.34,0.46,10.9,10.8,de Bundesliga,Bayern Munich
Lesley Ugochukwu,MF,fr FRA,19.0,12,301,0,0,0,0.0,0.0,0.0,0.1,eng Premier League,Chelsea
Levi Colwill,DF,eng ENG,20.0,23,1797,1,1,2,0.05,0.05,1.3,1.2,eng Premier League,Chelsea
Lewis Cook,MF,eng ENG,26.0,33,2786,0,3,3,0.0,0.1,0.4,4.3,eng Premier League,Bournemouth
Lewis Dobbin,MF,eng ENG,20.0,12,232,1,0,1,0.39,0.0,0.3,0.5,eng Premier League,Everton
Lewis Dunk,DF,eng ENG,31.0,33,2869,3,1,4,0.09,0.03,3.1,0.9,eng Premier League,Brighton
Lewis Ferguson,MF,sct SCO,23.0,31,2712,6,3,9,0.2,0.1,5.4,2.3,it Serie A,Bologna
Lewis Hall,DF,eng ENG,18.0,18,781,1,0,1,0.12,0.0,0.3,0.3,eng Premier League,Newcastle Utd
Lewis Miley,MF,eng ENG,17.0,17,1202,1,3,4,0.07,0.22,1.2,1.7,eng Premier League,Newcastle Utd
Lewis Warrington,FW,eng ENG,20.0,1,1,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Everton
Liam Henderson,MF,sct SCO,27.0,1,5,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Empoli
Liberato Cacace,DF,nz NZL,22.0,31,1912,0,1,1,0.0,0.05,0.4,1.7,it Serie A,Empoli
Lilian Brassier,DF,fr FRA,23.0,30,2677,3,0,3,0.1,0.0,1.1,0.6,fr Ligue 1,Brest
Lilian Egloff,"MF,DF",de GER,20.0,5,106,0,0,0,0.0,0.0,0.2,0.0,de Bundesliga,Stuttgart
Linton Maina,"FW,MF",de GER,24.0,31,1901,1,3,4,0.05,0.14,1.9,3.1,de Bundesliga,Köln
Lisandro Martínez,DF,ar ARG,25.0,11,646,0,1,1,0.0,0.14,0.0,0.1,eng Premier League,Manchester Utd
Lloyd Kelly,DF,eng ENG,24.0,23,1559,0,1,1,0.0,0.06,0.3,1.2,eng Premier League,Bournemouth
Logan Costa,DF,cv CPV,22.0,31,2650,1,1,2,0.03,0.03,1.4,0.6,fr Ligue 1,Toulouse
Lorenz Assignon,DF,tg TOG,23.0,29,2245,2,3,5,0.08,0.12,0.8,4.4,"eng Premier League, fr Ligue 1","Burnley, Rennes"
Lorenzo Amatucci,MF,it ITA,19.0,2,22,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Fiorentina
Lorenzo Colombo,FW,it ITA,21.0,25,1359,4,1,5,0.26,0.07,3.6,0.6,it Serie A,Monza
Lorenzo De Silvestri,DF,it ITA,35.0,15,674,2,0,2,0.27,0.0,0.2,0.0,it Serie A,Bologna
Lorenzo Lucca,FW,it ITA,22.0,37,2592,8,4,12,0.28,0.14,7.8,1.6,it Serie A,Udinese
Lorenzo Montipò,GK,it ITA,27.0,37,3330,0,1,1,0.0,0.03,0.0,0.0,it Serie A,Hellas Verona
Lorenzo Pellegrini,MF,it ITA,27.0,29,1859,8,3,11,0.39,0.15,4.8,2.4,it Serie A,Roma
Lorenzo Pirola,DF,it ITA,21.0,27,1987,1,0,1,0.05,0.0,0.9,0.0,it Serie A,Salernitana
Lorenzo Venuti,DF,it ITA,28.0,14,364,0,0,0,0.0,0.0,0.1,0.3,it Serie A,Lecce
Loris Karius,GK,de GER,30.0,1,90,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Newcastle Utd
Loris Mouyokolo,DF,fr FRA,22.0,1,90,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Lorient
Loum Tchaouna,"FW,MF",fr FRA,19.0,33,2100,4,3,7,0.17,0.13,2.6,1.5,it Serie A,Salernitana
Lovro Majer,MF,hr CRO,25.0,1,16,0,0,0,0.0,0.0,0.0,0.3,fr Ligue 1,Rennes
Lovro Majer,"MF,FW",hr CRO,25.0,32,2106,5,5,10,0.21,0.21,5.4,3.2,de Bundesliga,Wolfsburg
Lovro Zvonarek,"FW,MF",hr CRO,18.0,5,163,1,0,1,0.55,0.0,0.1,0.2,de Bundesliga,Bayern Munich
Loïc Bade,DF,fr FRA,23.0,28,2277,0,1,1,0.0,0.04,0.9,0.5,es La Liga,Sevilla
Loïc Nego,"DF,MF",hu HUN,32.0,28,1561,0,3,3,0.0,0.17,1.3,1.0,fr Ligue 1,Le Havre
Loïs Openda,FW,be BEL,23.0,34,2697,24,7,31,0.8,0.23,22.1,5.8,de Bundesliga,RB Leipzig
Luc Zogbé,DF,ci CIV,18.0,1,11,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Brest
Luca Caldirola,DF,it ITA,32.0,29,2141,1,1,2,0.04,0.04,0.5,0.6,it Serie A,Monza
Luca Garritano,"MF,DF",it ITA,29.0,12,485,0,0,0,0.0,0.0,0.7,0.3,it Serie A,Frosinone
Luca Gemello,GK,it ITA,23.0,2,180,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Torino
Luca Kilian,DF,de GER,23.0,13,635,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Köln
Luca Koleosho,"MF,FW",it ITA,18.0,15,974,1,1,2,0.09,0.09,2.0,1.3,eng Premier League,Burnley
Luca Lipani,MF,it ITA,18.0,8,384,0,0,0,0.0,0.0,0.1,0.2,it Serie A,Sassuolo
Luca Mazzitelli,MF,it ITA,27.0,29,2210,5,0,5,0.2,0.0,2.3,1.1,it Serie A,Frosinone
Luca Netz,DF,de GER,20.0,30,2225,0,4,4,0.0,0.16,1.0,3.0,de Bundesliga,Gladbach
Luca Pellegrini,DF,it ITA,24.0,19,786,1,0,1,0.11,0.0,0.2,0.3,it Serie A,Lazio
Luca Pfeiffer,"FW,MF",de GER,26.0,24,1619,1,4,5,0.06,0.22,4.6,1.7,de Bundesliga,Darmstadt 98
Luca Raimund,"FW,MF",de GER,18.0,3,30,0,0,0,0.0,0.0,0.9,0.0,de Bundesliga,Stuttgart
Luca Ranieri,DF,it ITA,24.0,26,2065,2,1,3,0.09,0.04,0.9,0.4,it Serie A,Fiorentina
Luca Waldschmidt,"MF,FW",de GER,27.0,22,1146,3,0,3,0.24,0.0,2.9,1.2,de Bundesliga,Köln
Luca de la Torre,MF,us USA,25.0,31,1956,1,4,5,0.05,0.18,2.5,1.4,es La Liga,Celta Vigo
Lucas,DF,br BRA,22.0,28,1539,1,0,1,0.06,0.0,0.8,1.9,es La Liga,Cádiz
Lucas Beltrán,"FW,MF",ar ARG,22.0,32,1692,6,2,8,0.32,0.11,3.8,1.5,it Serie A,Fiorentina
Lucas Beraldo,DF,br BRA,19.0,13,1008,1,0,1,0.09,0.0,1.0,0.2,fr Ligue 1,Paris S-G
Lucas Boyé,FW,ar ARG,27.0,31,2541,6,3,9,0.21,0.11,6.2,2.8,es La Liga,Granada
Lucas Chevalier,GK,fr FRA,21.0,33,2969,0,0,0,0.0,0.0,0.0,0.1,fr Ligue 1,Lille
Lucas Digne,DF,fr FRA,30.0,33,2410,1,3,4,0.04,0.11,1.1,4.1,eng Premier League,Aston Villa
Lucas Hernández,DF,fr FRA,27.0,27,1909,1,1,2,0.05,0.05,0.5,1.6,fr Ligue 1,Paris S-G
Lucas Höler,"FW,MF",de GER,29.0,33,2305,7,2,9,0.27,0.08,8.6,2.1,de Bundesliga,Freiburg
Lucas Martínez Quarta,DF,ar ARG,27.0,29,2291,5,1,6,0.2,0.04,2.7,1.8,it Serie A,Fiorentina
Lucas Michal,FW,fr FRA,18.0,1,7,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Monaco
Lucas Mincarelli,"DF,MF",fr FRA,19.0,13,978,1,1,2,0.09,0.09,0.4,0.6,fr Ligue 1,Montpellier
Lucas Ocampos,"FW,MF",ar ARG,29.0,35,2871,4,3,7,0.13,0.09,5.4,4.5,es La Liga,Sevilla
Lucas Paquetá,"FW,MF",br BRA,25.0,31,2622,4,6,10,0.14,0.21,5.4,5.4,eng Premier League,West Ham
Lucas Perrin,DF,fr FRA,24.0,31,2723,0,1,1,0.0,0.03,0.6,0.8,fr Ligue 1,Strasbourg
Lucas Robertone,MF,ar ARG,26.0,33,2381,0,5,5,0.0,0.19,1.0,2.5,es La Liga,Almería
Lucas Torró,MF,es ESP,29.0,28,1788,1,0,1,0.05,0.0,1.5,0.6,es La Liga,Osasuna
